p cnf 1591 79614
-1571 67 1572 0
-1572 90 1573 0
-1573 113 1574 0
-1574 136 1575 0
-1575 159 1576 0
-1576 182 1577 0
-1577 205 228 0
22 45 1578 0
-1578 68 1579 0
-1579 91 1580 0
-1580 114 1581 0
-1581 137 1582 0
-1582 160 1583 0
-1583 183 1584 0
-1584 206 229 0
23 46 1585 0
-1585 69 1586 0
-1586 92 1587 0
-1587 115 1588 0
-1588 138 1589 0
-1589 161 1590 0
-1590 184 1591 0
-1591 207 230 0
-1 231 0
1 -231 0
-2 232 0
2 -232 0
-3 233 0
3 -233 0
-4 234 0
4 -234 0
-5 235 0
5 -235 0
-6 236 0
6 -236 0
-7 237 0
7 -237 0
-8 238 0
8 -238 0
-9 239 0
9 -239 0
-10 240 0
10 -240 0
-11 241 0
11 -241 0
-12 242 0
12 -242 0
-13 243 0
13 -243 0
-14 244 0
14 -244 0
-15 245 0
15 -245 0
-16 246 0
16 -246 0
-17 247 0
17 -247 0
-18 248 0
18 -248 0
-19 249 0
19 -249 0
-20 250 0
20 -250 0
-21 251 0
21 -251 0
-22 252 0
22 -252 0
-23 253 0
23 -253 0
-24 -254 0
-25 -255 0
-26 -256 0
-27 -257 0
-28 -258 0
-29 -259 0
-30 -260 0
-31 -261 0
-32 -262 0
-33 -263 0
-34 -264 0
-35 -265 0
-36 -266 0
-37 -267 0
-38 -268 0
-39 -269 0
-40 -270 0
-41 -271 0
-42 -272 0
-43 -273 0
-44 -274 0
-45 -275 0
-46 -276 0
-47 -277 0
-48 -278 0
-49 -279 0
-50 -280 0
-51 -281 0
-52 -282 0
-53 -283 0
-54 -284 0
-55 -285 0
-56 -286 0
-57 -287 0
-58 -288 0
-59 -289 0
-60 -290 0
-61 -291 0
-62 -292 0
-63 -293 0
-64 -294 0
-65 -295 0
-66 -296 0
-67 -297 0
-68 -298 0
-69 -299 0
-70 -300 0
-71 -301 0
-72 -302 0
-73 -303 0
-74 -304 0
-75 -305 0
-76 -306 0
-77 -307 0
-78 -308 0
-79 -309 0
-80 -310 0
-81 -311 0
-82 -312 0
-83 -313 0
-84 -314 0
-85 -315 0
-86 -316 0
-87 -317 0
-88 -318 0
-89 -319 0
-90 -320 0
-91 -321 0
-92 -322 0
-93 -323 0
-94 -324 0
-95 -325 0
-96 -326 0
-97 -327 0
-98 -328 0
-99 -329 0
-100 -330 0
-101 -331 0
-102 -332 0
-103 -333 0
-104 -334 0
-105 -335 0
-106 -336 0
-107 -337 0
-108 -338 0
-109 -339 0
-110 -340 0
-111 -341 0
-112 -342 0
-113 -343 0
-114 -344 0
-115 -345 0
-116 -346 0
-117 -347 0
-118 -348 0
-119 -349 0
-120 -350 0
-121 -351 0
-122 -352 0
-123 -353 0
-124 -354 0
-125 -355 0
-126 -356 0
-127 -357 0
-128 -358 0
-129 -359 0
-130 -360 0
-131 -361 0
-132 -362 0
-133 -363 0
-134 -364 0
-135 -365 0
-136 -366 0
-137 -367 0
-138 -368 0
-139 -369 0
-140 -370 0
-141 -371 0
-142 -372 0
-143 -373 0
-144 -374 0
-145 -375 0
-146 -376 0
-147 -377 0
-148 -378 0
-149 -379 0
-150 -380 0
-151 -381 0
-152 -382 0
-153 -383 0
-154 -384 0
-155 -385 0
-156 -386 0
-157 -387 0
-158 -388 0
-159 -389 0
-160 -390 0
-161 -391 0
-162 -392 0
-163 -393 0
-164 -394 0
-165 -395 0
-166 -396 0
-167 -397 0
-168 -398 0
-169 -399 0
-170 -400 0
-171 -401 0
-172 -402 0
-173 -403 0
-174 -404 0
-175 -405 0
-176 -406 0
-177 -407 0
-178 -408 0
-179 -409 0
-180 -410 0
-181 -411 0
-182 -412 0
-183 -413 0
-184 -414 0
-185 -415 0
-186 -416 0
-187 -417 0
-188 -418 0
-189 -419 0
-190 -420 0
-191 -421 0
-192 -422 0
-193 -423 0
-194 -424 0
-195 -425 0
-196 -426 0
-197 -427 0
-198 -428 0
-199 -429 0
-200 -430 0
-201 -431 0
-202 -432 0
-203 -433 0
-204 -434 0
-205 -435 0
-206 -436 0
-207 -437 0
-208 -438 0
-209 -439 0
-210 -440 0
-211 -441 0
-212 -442 0
-213 -443 0
-214 -444 0
-215 -445 0
-216 -446 0
-217 -447 0
-218 -448 0
-219 -449 0
-220 -450 0
-221 -451 0
-222 -452 0
-223 -453 0
-224 -454 0
-225 -455 0
-226 -456 0
-227 -457 0
-228 -458 0
-229 -459 0
-230 -460 0
1 231 -254 0
-231 254 0
-1 254 0
2 232 -255 0
-232 255 0
-2 255 0
3 233 -256 0
-233 256 0
-3 256 0
4 234 -257 0
-234 257 0
-4 257 0
5 235 -258 0
-235 258 0
-5 258 0
6 236 -259 0
-236 259 0
-6 259 0
7 237 -260 0
-237 260 0
-7 260 0
8 238 -261 0
-238 261 0
-8 261 0
9 239 -262 0
-239 262 0
-9 262 0
10 240 -263 0
-240 263 0
-10 263 0
11 241 -264 0
-241 264 0
-11 264 0
12 242 -265 0
-242 265 0
-12 265 0
13 243 -266 0
-243 266 0
-13 266 0
14 244 -267 0
-244 267 0
-14 267 0
15 245 -268 0
-245 268 0
-15 268 0
16 246 -269 0
-246 269 0
-16 269 0
17 247 -270 0
-247 270 0
-17 270 0
18 248 -271 0
-248 271 0
-18 271 0
19 249 -272 0
-249 272 0
-19 272 0
20 250 -273 0
-250 273 0
-20 273 0
21 251 -274 0
-251 274 0
-21 274 0
22 252 -275 0
-252 275 0
-22 275 0
23 253 -276 0
-253 276 0
-23 276 0
24 254 -277 0
-254 277 0
-24 277 0
25 255 -278 0
-255 278 0
-25 278 0
26 256 -279 0
-256 279 0
-26 279 0
27 257 -280 0
-257 280 0
-27 280 0
28 258 -281 0
-258 281 0
-28 281 0
29 259 -282 0
-259 282 0
-29 282 0
30 260 -283 0
-260 283 0
-30 283 0
31 261 -284 0
-261 284 0
-31 284 0
32 262 -285 0
-262 285 0
-32 285 0
33 263 -286 0
-263 286 0
-33 286 0
34 264 -287 0
-264 287 0
-34 287 0
35 265 -288 0
-265 288 0
-35 288 0
36 266 -289 0
-266 289 0
-36 289 0
37 267 -290 0
-267 290 0
-37 290 0
38 268 -291 0
-268 291 0
-38 291 0
39 269 -292 0
-269 292 0
-39 292 0
40 270 -293 0
-270 293 0
-40 293 0
41 271 -294 0
-271 294 0
-41 294 0
42 272 -295 0
-272 295 0
-42 295 0
43 273 -296 0
-273 296 0
-43 296 0
44 274 -297 0
-274 297 0
-44 297 0
45 275 -298 0
-275 298 0
-45 298 0
46 276 -299 0
-276 299 0
-46 299 0
47 277 -300 0
-277 300 0
-47 300 0
48 278 -301 0
-278 301 0
-48 301 0
49 279 -302 0
-279 302 0
-49 302 0
50 280 -303 0
-280 303 0
-50 303 0
51 281 -304 0
-281 304 0
-51 304 0
52 282 -305 0
-282 305 0
-52 305 0
53 283 -306 0
-283 306 0
-53 306 0
54 284 -307 0
-284 307 0
-54 307 0
55 285 -308 0
-285 308 0
-55 308 0
56 286 -309 0
-286 309 0
-56 309 0
57 287 -310 0
-287 310 0
-57 310 0
58 288 -311 0
-288 311 0
-58 311 0
59 289 -312 0
-289 312 0
-59 312 0
60 290 -313 0
-290 313 0
-60 313 0
61 291 -314 0
-291 314 0
-61 314 0
62 292 -315 0
-292 315 0
-62 315 0
63 293 -316 0
-293 316 0
-63 316 0
64 294 -317 0
-294 317 0
-64 317 0
65 295 -318 0
-295 318 0
-65 318 0
66 296 -319 0
-296 319 0
-66 319 0
67 297 -320 0
-297 320 0
-67 320 0
68 298 -321 0
-298 321 0
-68 321 0
69 299 -322 0
-299 322 0
-69 322 0
70 300 -323 0
-300 323 0
-70 323 0
71 301 -324 0
-301 324 0
-71 324 0
72 302 -325 0
-302 325 0
-72 325 0
73 303 -326 0
-303 326 0
-73 326 0
74 304 -327 0
-304 327 0
-74 327 0
75 305 -328 0
-305 328 0
-75 328 0
76 306 -329 0
-306 329 0
-76 329 0
77 307 -330 0
-307 330 0
-77 330 0
78 308 -331 0
-308 331 0
-78 331 0
79 309 -332 0
-309 332 0
-79 332 0
80 310 -333 0
-310 333 0
-80 333 0
81 311 -334 0
-311 334 0
-81 334 0
82 312 -335 0
-312 335 0
-82 335 0
83 313 -336 0
-313 336 0
-83 336 0
84 314 -337 0
-314 337 0
-84 337 0
85 315 -338 0
-315 338 0
-85 338 0
86 316 -339 0
-316 339 0
-86 339 0
87 317 -340 0
-317 340 0
-87 340 0
88 318 -341 0
-318 341 0
-88 341 0
89 319 -342 0
-319 342 0
-89 342 0
90 320 -343 0
-320 343 0
-90 343 0
91 321 -344 0
-321 344 0
-91 344 0
92 322 -345 0
-322 345 0
-92 345 0
93 323 -346 0
-323 346 0
-93 346 0
94 324 -347 0
-324 347 0
-94 347 0
95 325 -348 0
-325 348 0
-95 348 0
96 326 -349 0
-326 349 0
-96 349 0
97 327 -350 0
-327 350 0
-97 350 0
98 328 -351 0
-328 351 0
-98 351 0
99 329 -352 0
-329 352 0
-99 352 0
100 330 -353 0
-330 353 0
-100 353 0
101 331 -354 0
-331 354 0
-101 354 0
102 332 -355 0
-332 355 0
-102 355 0
103 333 -356 0
-333 356 0
-103 356 0
104 334 -357 0
-334 357 0
-104 357 0
105 335 -358 0
-335 358 0
-105 358 0
106 336 -359 0
-336 359 0
-106 359 0
107 337 -360 0
-337 360 0
-107 360 0
108 338 -361 0
-338 361 0
-108 361 0
109 339 -362 0
-339 362 0
-109 362 0
110 340 -363 0
-340 363 0
-110 363 0
111 341 -364 0
-341 364 0
-111 364 0
112 342 -365 0
-342 365 0
-112 365 0
113 343 -366 0
-343 366 0
-113 366 0
114 344 -367 0
-344 367 0
-114 367 0
115 345 -368 0
-345 368 0
-115 368 0
116 346 -369 0
-346 369 0
-116 369 0
117 347 -370 0
-347 370 0
-117 370 0
118 348 -371 0
-348 371 0
-118 371 0
119 349 -372 0
-349 372 0
-119 372 0
120 350 -373 0
-350 373 0
-120 373 0
121 351 -374 0
-351 374 0
-121 374 0
122 352 -375 0
-352 375 0
-122 375 0
123 353 -376 0
-353 376 0
-123 376 0
124 354 -377 0
-354 377 0
-124 377 0
125 355 -378 0
-355 378 0
-125 378 0
126 356 -379 0
-356 379 0
-126 379 0
127 357 -380 0
-357 380 0
-127 380 0
128 358 -381 0
-358 381 0
-128 381 0
129 359 -382 0
-359 382 0
-129 382 0
130 360 -383 0
-360 383 0
-130 383 0
131 361 -384 0
-361 384 0
-131 384 0
132 362 -385 0
-362 385 0
-132 385 0
133 363 -386 0
-363 386 0
-133 386 0
134 364 -387 0
-364 387 0
-134 387 0
135 365 -388 0
-365 388 0
-135 388 0
136 366 -389 0
-366 389 0
-136 389 0
137 367 -390 0
-367 390 0
-137 390 0
138 368 -391 0
-368 391 0
-138 391 0
139 369 -392 0
-369 392 0
-139 392 0
140 370 -393 0
-370 393 0
-140 393 0
141 371 -394 0
-371 394 0
-141 394 0
142 372 -395 0
-372 395 0
-142 395 0
143 373 -396 0
-373 396 0
-143 396 0
144 374 -397 0
-374 397 0
-144 397 0
145 375 -398 0
-375 398 0
-145 398 0
146 376 -399 0
-376 399 0
-146 399 0
147 377 -400 0
-377 400 0
-147 400 0
148 378 -401 0
-378 401 0
-148 401 0
149 379 -402 0
-379 402 0
-149 402 0
150 380 -403 0
-380 403 0
-150 403 0
151 381 -404 0
-381 404 0
-151 404 0
152 382 -405 0
-382 405 0
-152 405 0
153 383 -406 0
-383 406 0
-153 406 0
154 384 -407 0
-384 407 0
-154 407 0
155 385 -408 0
-385 408 0
-155 408 0
156 386 -409 0
-386 409 0
-156 409 0
157 387 -410 0
-387 410 0
-157 410 0
158 388 -411 0
-388 411 0
-158 411 0
159 389 -412 0
-389 412 0
-159 412 0
160 390 -413 0
-390 413 0
-160 413 0
161 391 -414 0
-391 414 0
-161 414 0
162 392 -415 0
-392 415 0
-162 415 0
163 393 -416 0
-393 416 0
-163 416 0
164 394 -417 0
-394 417 0
-164 417 0
165 395 -418 0
-395 418 0
-165 418 0
166 396 -419 0
-396 419 0
-166 419 0
167 397 -420 0
-397 420 0
-167 420 0
168 398 -421 0
-398 421 0
-168 421 0
169 399 -422 0
-399 422 0
-169 422 0
170 400 -423 0
-400 423 0
-170 423 0
171 401 -424 0
-401 424 0
-171 424 0
172 402 -425 0
-402 425 0
-172 425 0
173 403 -426 0
-403 426 0
-173 426 0
174 404 -427 0
-404 427 0
-174 427 0
175 405 -428 0
-405 428 0
-175 428 0
176 406 -429 0
-406 429 0
-176 429 0
177 407 -430 0
-407 430 0
-177 430 0
178 408 -431 0
-408 431 0
-178 431 0
179 409 -432 0
-409 432 0
-179 432 0
180 410 -433 0
-410 433 0
-180 433 0
181 411 -434 0
-411 434 0
-181 434 0
182 412 -435 0
-412 435 0
-182 435 0
183 413 -436 0
-413 436 0
-183 436 0
184 414 -437 0
-414 437 0
-184 437 0
185 415 -438 0
-415 438 0
-185 438 0
186 416 -439 0
-416 439 0
-186 439 0
187 417 -440 0
-417 440 0
-187 440 0
188 418 -441 0
-418 441 0
-188 441 0
189 419 -442 0
-419 442 0
-189 442 0
190 420 -443 0
-420 443 0
-190 443 0
191 421 -444 0
-421 444 0
-191 444 0
192 422 -445 0
-422 445 0
-192 445 0
193 423 -446 0
-423 446 0
-193 446 0
194 424 -447 0
-424 447 0
-194 447 0
195 425 -448 0
-425 448 0
-195 448 0
196 426 -449 0
-426 449 0
-196 449 0
197 427 -450 0
-427 450 0
-197 450 0
198 428 -451 0
-428 451 0
-198 451 0
199 429 -452 0
-429 452 0
-199 452 0
200 430 -453 0
-430 453 0
-200 453 0
201 431 -454 0
-431 454 0
-201 454 0
202 432 -455 0
-432 455 0
-202 455 0
203 433 -456 0
-433 456 0
-203 456 0
204 434 -457 0
-434 457 0
-204 457 0
205 435 -458 0
-435 458 0
-205 458 0
206 436 -459 0
-436 459 0
-206 459 0
207 437 -460 0
-437 460 0
-207 460 0
-461 901 0
461 -901 0
-462 902 0
462 -902 0
-463 903 0
463 -903 0
-464 904 0
464 -904 0
-465 905 0
465 -905 0
-466 906 0
466 -906 0
-467 907 0
467 -907 0
-468 908 0
468 -908 0
-469 909 0
469 -909 0
-470 910 0
470 -910 0
-471 911 0
471 -911 0
-472 912 0
472 -912 0
-473 913 0
473 -913 0
-474 914 0
474 -914 0
-475 915 0
475 -915 0
-476 916 0
476 -916 0
-477 917 0
477 -917 0
-478 918 0
478 -918 0
-479 919 0
479 -919 0
-480 920 0
480 -920 0
-481 921 0
481 -921 0
-482 922 0
482 -922 0
-681 1121 0
681 -1121 0
-682 1122 0
682 -1122 0
-683 1123 0
683 -1123 0
-684 1124 0
684 -1124 0
-685 1125 0
685 -1125 0
-686 1126 0
686 -1126 0
-687 1127 0
687 -1127 0
-688 1128 0
688 -1128 0
-689 1129 0
689 -1129 0
-690 1130 0
690 -1130 0
-691 1131 0
691 -1131 0
-692 1132 0
692 -1132 0
-693 1133 0
693 -1133 0
-694 1134 0
694 -1134 0
-695 1135 0
695 -1135 0
-696 1136 0
696 -1136 0
-697 1137 0
697 -1137 0
-698 1138 0
698 -1138 0
-699 1139 0
699 -1139 0
-700 1140 0
700 -1140 0
-701 1141 0
701 -1141 0
-702 1142 0
702 -1142 0
-483 -923 0
-484 -924 0
-485 -925 0
-486 -926 0
-487 -927 0
-488 -928 0
-489 -929 0
-490 -930 0
-491 -931 0
-492 -932 0
-493 -933 0
-494 -934 0
-495 -935 0
-496 -936 0
-497 -937 0
-498 -938 0
-499 -939 0
-500 -940 0
-501 -941 0
-502 -942 0
-503 -943 0
-504 -944 0
-505 -945 0
-506 -946 0
-507 -947 0
-508 -948 0
-509 -949 0
-510 -950 0
-511 -951 0
-512 -952 0
-513 -953 0
-514 -954 0
-515 -955 0
-516 -956 0
-517 -957 0
-518 -958 0
-519 -959 0
-520 -960 0
-521 -961 0
-522 -962 0
-523 -963 0
-524 -964 0
-525 -965 0
-526 -966 0
-527 -967 0
-528 -968 0
-529 -969 0
-530 -970 0
-531 -971 0
-532 -972 0
-533 -973 0
-534 -974 0
-535 -975 0
-536 -976 0
-537 -977 0
-538 -978 0
-539 -979 0
-540 -980 0
-541 -981 0
-542 -982 0
-543 -983 0
-544 -984 0
-545 -985 0
-546 -986 0
-547 -987 0
-548 -988 0
-549 -989 0
-550 -990 0
-551 -991 0
-552 -992 0
-553 -993 0
-554 -994 0
-555 -995 0
-556 -996 0
-557 -997 0
-558 -998 0
-559 -999 0
-560 -1000 0
-561 -1001 0
-562 -1002 0
-563 -1003 0
-564 -1004 0
-565 -1005 0
-566 -1006 0
-567 -1007 0
-568 -1008 0
-569 -1009 0
-570 -1010 0
-571 -1011 0
-572 -1012 0
-573 -1013 0
-574 -1014 0
-575 -1015 0
-576 -1016 0
-577 -1017 0
-578 -1018 0
-579 -1019 0
-580 -1020 0
-581 -1021 0
-582 -1022 0
-583 -1023 0
-584 -1024 0
-585 -1025 0
-586 -1026 0
-587 -1027 0
-588 -1028 0
-589 -1029 0
-590 -1030 0
-591 -1031 0
-592 -1032 0
-593 -1033 0
-594 -1034 0
-595 -1035 0
-596 -1036 0
-597 -1037 0
-598 -1038 0
-599 -1039 0
-600 -1040 0
-601 -1041 0
-602 -1042 0
-603 -1043 0
-604 -1044 0
-605 -1045 0
-606 -1046 0
-607 -1047 0
-608 -1048 0
-609 -1049 0
-610 -1050 0
-611 -1051 0
-612 -1052 0
-613 -1053 0
-614 -1054 0
-615 -1055 0
-616 -1056 0
-617 -1057 0
-618 -1058 0
-619 -1059 0
-620 -1060 0
-621 -1061 0
-622 -1062 0
-623 -1063 0
-624 -1064 0
-625 -1065 0
-626 -1066 0
-627 -1067 0
-628 -1068 0
-629 -1069 0
-630 -1070 0
-631 -1071 0
-632 -1072 0
-633 -1073 0
-634 -1074 0
-635 -1075 0
-636 -1076 0
-637 -1077 0
-638 -1078 0
-639 -1079 0
-640 -1080 0
-641 -1081 0
-642 -1082 0
-643 -1083 0
-644 -1084 0
-645 -1085 0
-646 -1086 0
-647 -1087 0
-648 -1088 0
-649 -1089 0
-650 -1090 0
-651 -1091 0
-652 -1092 0
-653 -1093 0
-654 -1094 0
-655 -1095 0
-656 -1096 0
-657 -1097 0
-658 -1098 0
-659 -1099 0
-660 -1100 0
-661 -1101 0
-662 -1102 0
-663 -1103 0
-664 -1104 0
-665 -1105 0
-666 -1106 0
-667 -1107 0
-668 -1108 0
-669 -1109 0
-670 -1110 0
-671 -1111 0
-672 -1112 0
-673 -1113 0
-674 -1114 0
-675 -1115 0
-676 -1116 0
-677 -1117 0
-678 -1118 0
-679 -1119 0
-680 -1120 0
-703 -1143 0
-704 -1144 0
-705 -1145 0
-706 -1146 0
-707 -1147 0
-708 -1148 0
-709 -1149 0
-710 -1150 0
-711 -1151 0
-712 -1152 0
-713 -1153 0
-714 -1154 0
-715 -1155 0
-716 -1156 0
-717 -1157 0
-718 -1158 0
-719 -1159 0
-720 -1160 0
-721 -1161 0
-722 -1162 0
-723 -1163 0
-724 -1164 0
-725 -1165 0
-726 -1166 0
-727 -1167 0
-728 -1168 0
-729 -1169 0
-730 -1170 0
-731 -1171 0
-732 -1172 0
-733 -1173 0
-734 -1174 0
-735 -1175 0
-736 -1176 0
-737 -1177 0
-738 -1178 0
-739 -1179 0
-740 -1180 0
-741 -1181 0
-742 -1182 0
-743 -1183 0
-744 -1184 0
-745 -1185 0
-746 -1186 0
-747 -1187 0
-748 -1188 0
-749 -1189 0
-750 -1190 0
-751 -1191 0
-752 -1192 0
-753 -1193 0
-754 -1194 0
-755 -1195 0
-756 -1196 0
-757 -1197 0
-758 -1198 0
-759 -1199 0
-760 -1200 0
-761 -1201 0
-762 -1202 0
-763 -1203 0
-764 -1204 0
-765 -1205 0
-766 -1206 0
-767 -1207 0
-768 -1208 0
-769 -1209 0
-770 -1210 0
-771 -1211 0
-772 -1212 0
-773 -1213 0
-774 -1214 0
-775 -1215 0
-776 -1216 0
-777 -1217 0
-778 -1218 0
-779 -1219 0
-780 -1220 0
-781 -1221 0
-782 -1222 0
-783 -1223 0
-784 -1224 0
-785 -1225 0
-786 -1226 0
-787 -1227 0
-788 -1228 0
-789 -1229 0
-790 -1230 0
-791 -1231 0
-792 -1232 0
-793 -1233 0
-794 -1234 0
-795 -1235 0
-796 -1236 0
-797 -1237 0
-798 -1238 0
-799 -1239 0
-800 -1240 0
-801 -1241 0
-802 -1242 0
-803 -1243 0
-804 -1244 0
-805 -1245 0
-806 -1246 0
-807 -1247 0
-808 -1248 0
-809 -1249 0
-810 -1250 0
-811 -1251 0
-812 -1252 0
-813 -1253 0
-814 -1254 0
-815 -1255 0
-816 -1256 0
-817 -1257 0
-818 -1258 0
-819 -1259 0
-820 -1260 0
-821 -1261 0
-822 -1262 0
-823 -1263 0
-824 -1264 0
-825 -1265 0
-826 -1266 0
-827 -1267 0
-828 -1268 0
-829 -1269 0
-830 -1270 0
-831 -1271 0
-832 -1272 0
-833 -1273 0
-834 -1274 0
-835 -1275 0
-836 -1276 0
-837 -1277 0
-838 -1278 0
-839 -1279 0
-840 -1280 0
-841 -1281 0
-842 -1282 0
-843 -1283 0
-844 -1284 0
-845 -1285 0
-846 -1286 0
-847 -1287 0
-848 -1288 0
-849 -1289 0
-850 -1290 0
-851 -1291 0
-852 -1292 0
-853 -1293 0
-854 -1294 0
-855 -1295 0
-856 -1296 0
-857 -1297 0
-858 -1298 0
-859 -1299 0
-860 -1300 0
-861 -1301 0
-862 -1302 0
-863 -1303 0
-864 -1304 0
-865 -1305 0
-866 -1306 0
-867 -1307 0
-868 -1308 0
-869 -1309 0
-870 -1310 0
-871 -1311 0
-872 -1312 0
-873 -1313 0
-874 -1314 0
-875 -1315 0
-876 -1316 0
-877 -1317 0
-878 -1318 0
-879 -1319 0
-880 -1320 0
-881 -1321 0
-882 -1322 0
-883 -1323 0
-884 -1324 0
-885 -1325 0
-886 -1326 0
-887 -1327 0
-888 -1328 0
-889 -1329 0
-890 -1330 0
-891 -1331 0
-892 -1332 0
-893 -1333 0
-894 -1334 0
-895 -1335 0
-896 -1336 0
-897 -1337 0
-898 -1338 0
-899 -1339 0
-900 -1340 0
461 901 -923 0
-901 923 0
-461 923 0
462 902 -924 0
-902 924 0
-462 924 0
463 903 -925 0
-903 925 0
-463 925 0
464 904 -926 0
-904 926 0
-464 926 0
465 905 -927 0
-905 927 0
-465 927 0
466 906 -928 0
-906 928 0
-466 928 0
467 907 -929 0
-907 929 0
-467 929 0
468 908 -930 0
-908 930 0
-468 930 0
469 909 -931 0
-909 931 0
-469 931 0
470 910 -932 0
-910 932 0
-470 932 0
471 911 -933 0
-911 933 0
-471 933 0
472 912 -934 0
-912 934 0
-472 934 0
473 913 -935 0
-913 935 0
-473 935 0
474 914 -936 0
-914 936 0
-474 936 0
475 915 -937 0
-915 937 0
-475 937 0
476 916 -938 0
-916 938 0
-476 938 0
477 917 -939 0
-917 939 0
-477 939 0
478 918 -940 0
-918 940 0
-478 940 0
479 919 -941 0
-919 941 0
-479 941 0
480 920 -942 0
-920 942 0
-480 942 0
481 921 -943 0
-921 943 0
-481 943 0
482 922 -944 0
-922 944 0
-482 944 0
483 923 -945 0
-923 945 0
-483 945 0
484 924 -946 0
-924 946 0
-484 946 0
485 925 -947 0
-925 947 0
-485 947 0
486 926 -948 0
-926 948 0
-486 948 0
487 927 -949 0
-927 949 0
-487 949 0
488 928 -950 0
-928 950 0
-488 950 0
489 929 -951 0
-929 951 0
-489 951 0
490 930 -952 0
-930 952 0
-490 952 0
491 931 -953 0
-931 953 0
-491 953 0
492 932 -954 0
-932 954 0
-492 954 0
493 933 -955 0
-933 955 0
-493 955 0
494 934 -956 0
-934 956 0
-494 956 0
495 935 -957 0
-935 957 0
-495 957 0
496 936 -958 0
-936 958 0
-496 958 0
497 937 -959 0
-937 959 0
-497 959 0
498 938 -960 0
-938 960 0
-498 960 0
499 939 -961 0
-939 961 0
-499 961 0
500 940 -962 0
-940 962 0
-500 962 0
501 941 -963 0
-941 963 0
-501 963 0
502 942 -964 0
-942 964 0
-502 964 0
503 943 -965 0
-943 965 0
-503 965 0
504 944 -966 0
-944 966 0
-504 966 0
505 945 -967 0
-945 967 0
-505 967 0
506 946 -968 0
-946 968 0
-506 968 0
507 947 -969 0
-947 969 0
-507 969 0
508 948 -970 0
-948 970 0
-508 970 0
509 949 -971 0
-949 971 0
-509 971 0
510 950 -972 0
