p cnf 612 2360
-54 -101 -103 0
50 103 -104 0
50 -103 -104 0
-50 103 -104 0
-50 -103 104 0
50 103 -105 0
50 -103 105 0
-50 103 105 0
-50 -103 -105 0
102 104 -106 0
102 -104 106 0
-102 104 106 0
-102 -104 -106 0
6 17 -107 0
6 -17 -107 0
-6 17 -107 0
-6 -17 107 0
57 107 -108 0
57 -107 -108 0
-57 107 -108 0
-57 -107 108 0
57 107 -109 0
57 -107 109 0
-57 107 109 0
-57 -107 -109 0
53 109 -110 0
53 -109 -110 0
-53 109 -110 0
-53 -109 110 0
53 109 -111 0
53 -109 111 0
-53 109 111 0
-53 -109 -111 0
108 110 -112 0
108 -110 112 0
-108 110 112 0
-108 -110 -112 0
7 17 -113 0
7 -17 -113 0
-7 17 -113 0
-7 -17 113 0
60 113 -114 0
60 -113 -114 0
-60 113 -114 0
-60 -113 114 0
60 113 -115 0
60 -113 115 0
-60 113 115 0
-60 -113 -115 0
56 115 -116 0
56 -115 -116 0
-56 115 -116 0
-56 -115 116 0
56 115 -117 0
56 -115 117 0
-56 115 117 0
-56 -115 -117 0
114 116 -118 0
114 -116 118 0
-114 116 118 0
-114 -116 -118 0
8 17 -119 0
8 -17 -119 0
-8 17 -119 0
-8 -17 119 0
63 119 -120 0
63 -119 -120 0
-63 119 -120 0
-63 -119 120 0
63 119 -121 0
63 -119 121 0
-63 119 121 0
-63 -119 -121 0
59 121 -122 0
59 -121 -122 0
-59 121 -122 0
-59 -121 122 0
59 121 -123 0
59 -121 123 0
-59 121 123 0
-59 -121 -123 0
120 122 -124 0
120 -122 124 0
-120 122 124 0
-120 -122 -124 0
9 17 -125 0
9 -17 -125 0
-9 17 -125 0
-9 -17 125 0
66 125 -126 0
66 -125 -126 0
-66 125 -126 0
-66 -125 126 0
66 125 -127 0
66 -125 127 0
-66 125 127 0
-66 -125 -127 0
62 127 -128 0
62 -127 -128 0
-62 127 -128 0
-62 -127 128 0
62 127 -129 0
62 -127 129 0
-62 127 129 0
-62 -127 -129 0
126 128 -130 0
126 -128 130 0
-126 128 130 0
-126 -128 -130 0
10 17 -131 0
10 -17 -131 0
-10 17 -131 0
-10 -17 131 0
69 131 -132 0
69 -131 -132 0
-69 131 -132 0
-69 -131 132 0
69 131 -133 0
69 -131 133 0
-69 131 133 0
-69 -131 -133 0
65 133 -134 0
65 -133 -134 0
-65 133 -134 0
-65 -133 134 0
65 133 -135 0
65 -133 135 0
-65 133 135 0
-65 -133 -135 0
132 134 -136 0
132 -134 136 0
-132 134 136 0
-132 -134 -136 0
11 17 -137 0
11 -17 -137 0
-11 17 -137 0
-11 -17 137 0
72 137 -138 0
72 -137 -138 0
-72 137 -138 0
-72 -137 138 0
72 137 -139 0
72 -137 139 0
-72 137 139 0
-72 -137 -139 0
68 139 -140 0
68 -139 -140 0
-68 139 -140 0
-68 -139 140 0
68 139 -141 0
68 -139 141 0
-68 139 141 0
-68 -139 -141 0
138 140 -142 0
138 -140 142 0
-138 140 142 0
-138 -140 -142 0
12 17 -143 0
12 -17 -143 0
-12 17 -143 0
-12 -17 143 0
75 143 -144 0
75 -143 -144 0
-75 143 -144 0
-75 -143 144 0
75 143 -145 0
75 -143 145 0
-75 143 145 0
-75 -143 -145 0
71 145 -146 0
71 -145 -146 0
-71 145 -146 0
-71 -145 146 0
71 145 -147 0
71 -145 147 0
-71 145 147 0
-71 -145 -147 0
144 146 -148 0
144 -146 148 0
-144 146 148 0
-144 -146 -148 0
13 17 -149 0
13 -17 -149 0
-13 17 -149 0
-13 -17 149 0
76 149 -150 0
76 -149 -150 0
-76 149 -150 0
-76 -149 150 0
76 149 -151 0
76 -149 151 0
-76 149 151 0
-76 -149 -151 0
74 151 -152 0
74 -151 -152 0
-74 151 -152 0
-74 -151 152 0
74 151 -153 0
74 -151 153 0
-74 151 153 0
-74 -151 -153 0
150 152 -154 0
150 -152 154 0
-150 152 154 0
-150 -152 -154 0
14 17 -155 0
14 -17 -155 0
-14 17 -155 0
-14 -17 155 0
1 18 -156 0
1 -18 -156 0
-1 18 -156 0
-1 -18 156 0
87 156 -157 0
87 -156 -157 0
-87 156 -157 0
-87 -156 157 0
87 156 -158 0
87 -156 158 0
-87 156 158 0
-87 -156 -158 0
82 158 -159 0
82 -158 -159 0
-82 158 -159 0
-82 -158 159 0
82 158 -160 0
82 -158 160 0
-82 158 160 0
-82 -158 -160 0
157 159 -161 0
157 -159 161 0
-157 159 161 0
-157 -159 -161 0
2 18 -162 0
2 -18 -162 0
-2 18 -162 0
-2 -18 162 0
93 162 -163 0
93 -162 -163 0
-93 162 -163 0
-93 -162 163 0
93 162 -164 0
93 -162 164 0
-93 162 164 0
-93 -162 -164 0
88 164 -165 0
88 -164 -165 0
-88 164 -165 0
-88 -164 165 0
88 164 -166 0
88 -164 166 0
-88 164 166 0
-88 -164 -166 0
163 165 -167 0
163 -165 167 0
-163 165 167 0
-163 -165 -167 0
3 18 -168 0
3 -18 -168 0
-3 18 -168 0
-3 -18 168 0
99 168 -169 0
99 -168 -169 0
-99 168 -169 0
-99 -168 169 0
99 168 -170 0
99 -168 170 0
-99 168 170 0
-99 -168 -170 0
94 170 -171 0
94 -170 -171 0
-94 170 -171 0
-94 -170 171 0
94 170 -172 0
94 -170 172 0
-94 170 172 0
-94 -170 -172 0
169 171 -173 0
169 -171 173 0
-169 171 173 0
-169 -171 -173 0
4 18 -174 0
4 -18 -174 0
-4 18 -174 0
-4 -18 174 0
105 174 -175 0
105 -174 -175 0
-105 174 -175 0
-105 -174 175 0
105 174 -176 0
105 -174 176 0
-105 174 176 0
-105 -174 -176 0
100 176 -177 0
100 -176 -177 0
-100 176 -177 0
-100 -176 177 0
100 176 -178 0
100 -176 178 0
-100 176 178 0
-100 -176 -178 0
175 177 -179 0
175 -177 179 0
-175 177 179 0
-175 -177 -179 0
5 18 -180 0
5 -18 -180 0
-5 18 -180 0
-5 -18 180 0
111 180 -181 0
111 -180 -181 0
-111 180 -181 0
-111 -180 181 0
111 180 -182 0
111 -180 182 0
-111 180 182 0
-111 -180 -182 0
106 182 -183 0
106 -182 -183 0
-106 182 -183 0
-106 -182 183 0
106 182 -184 0
106 -182 184 0
-106 182 184 0
-106 -182 -184 0
181 183 -185 0
181 -183 185 0
-181 183 185 0
-181 -183 -185 0
6 18 -186 0
6 -18 -186 0
-6 18 -186 0
-6 -18 186 0
117 186 -187 0
117 -186 -187 0
-117 186 -187 0
-117 -186 187 0
117 186 -188 0
117 -186 188 0
-117 186 188 0
-117 -186 -188 0
112 188 -189 0
112 -188 -189 0
-112 188 -189 0
-112 -188 189 0
112 188 -190 0
112 -188 190 0
-112 188 190 0
-112 -188 -190 0
187 189 -191 0
187 -189 191 0
-187 189 191 0
-187 -189 -191 0
7 18 -192 0
7 -18 -192 0
-7 18 -192 0
-7 -18 192 0
123 192 -193 0
123 -192 -193 0
-123 192 -193 0
-123 -192 193 0
123 192 -194 0
123 -192 194 0
-123 192 194 0
-123 -192 -194 0
118 194 -195 0
118 -194 -195 0
-118 194 -195 0
-118 -194 195 0
118 194 -196 0
118 -194 196 0
-118 194 196 0
-118 -194 -196 0
193 195 -197 0
193 -195 197 0
-193 195 197 0
-193 -195 -197 0
8 18 -198 0
8 -18 -198 0
-8 18 -198 0
-8 -18 198 0
129 198 -199 0
129 -198 -199 0
-129 198 -199 0
-129 -198 199 0
129 198 -200 0
129 -198 200 0
-129 198 200 0
-129 -198 -200 0
124 200 -201 0
124 -200 -201 0
-124 200 -201 0
-124 -200 201 0
124 200 -202 0
124 -200 202 0
-124 200 202 0
-124 -200 -202 0
199 201 -203 0
199 -201 203 0
-199 201 203 0
-199 -201 -203 0
9 18 -204 0
9 -18 -204 0
-9 18 -204 0
-9 -18 204 0
135 204 -205 0
135 -204 -205 0
-135 204 -205 0
-135 -204 205 0
135 204 -206 0
135 -204 206 0
-135 204 206 0
-135 -204 -206 0
130 206 -207 0
130 -206 -207 0
-130 206 -207 0
-130 -206 207 0
130 206 -208 0
130 -206 208 0
-130 206 208 0
-130 -206 -208 0
205 207 -209 0
205 -207 209 0
-205 207 209 0
-205 -207 -209 0
10 18 -210 0
10 -18 -210 0
-10 18 -210 0
-10 -18 210 0
141 210 -211 0
141 -210 -211 0
-141 210 -211 0
-141 -210 211 0
141 210 -212 0
141 -210 212 0
-141 210 212 0
-141 -210 -212 0
136 212 -213 0
136 -212 -213 0
-136 212 -213 0
-136 -212 213 0
136 212 -214 0
136 -212 214 0
-136 212 214 0
-136 -212 -214 0
211 213 -215 0
211 -213 215 0
-211 213 215 0
-211 -213 -215 0
11 18 -216 0
11 -18 -216 0
-11 18 -216 0
-11 -18 216 0
147 216 -217 0
147 -216 -217 0
-147 216 -217 0
-147 -216 217 0
147 216 -218 0
147 -216 218 0
-147 216 218 0
-147 -216 -218 0
142 218 -219 0
142 -218 -219 0
-142 218 -219 0
-142 -218 219 0
142 218 -220 0
142 -218 220 0
-142 218 220 0
-142 -218 -220 0
217 219 -221 0
217 -219 221 0
-217 219 221 0
-217 -219 -221 0
12 18 -222 0
12 -18 -222 0
-12 18 -222 0
-12 -18 222 0
153 222 -223 0
153 -222 -223 0
-153 222 -223 0
-153 -222 223 0
153 222 -224 0
153 -222 224 0
-153 222 224 0
-153 -222 -224 0
148 224 -225 0
148 -224 -225 0
-148 224 -225 0
-148 -224 225 0
148 224 -226 0
148 -224 226 0
-148 224 226 0
-148 -224 -226 0
223 225 -227 0
223 -225 227 0
-223 225 227 0
-223 -225 -227 0
13 18 -228 0
13 -18 -228 0
-13 18 -228 0
-13 -18 228 0
155 228 -229 0
155 -228 -229 0
-155 228 -229 0
-155 -228 229 0
155 228 -230 0
155 -228 230 0
-155 228 230 0
-155 -228 -230 0
154 230 -231 0
154 -230 -231 0
-154 230 -231 0
-154 -230 231 0
154 230 -232 0
154 -230 232 0
-154 230 232 0
-154 -230 -232 0
229 231 -233 0
229 -231 233 0
-229 231 233 0
-229 -231 -233 0
14 18 -234 0
14 -18 -234 0
-14 18 -234 0
-14 -18 234 0
1 19 -235 0
1 -19 -235 0
-1 19 -235 0
-1 -19 235 0
166 235 -236 0
166 -235 -236 0
-166 235 -236 0
-166 -235 236 0
166 235 -237 0
166 -235 237 0
-166 235 237 0
-166 -235 -237 0
161 237 -238 0
161 -237 -238 0
-161 237 -238 0
-161 -237 238 0
161 237 -239 0
161 -237 239 0
-161 237 239 0
-161 -237 -239 0
236 238 -240 0
236 -238 240 0
-236 238 240 0
-236 -238 -240 0
2 19 -241 0
2 -19 -241 0
-2 19 -241 0
-2 -19 241 0
172 241 -242 0
172 -241 -242 0
-172 241 -242 0
-172 -241 242 0
172 241 -243 0
172 -241 243 0
-172 241 243 0
-172 -241 -243 0
167 243 -244 0
167 -243 -244 0
-167 243 -244 0
-167 -243 244 0
167 243 -245 0
167 -243 245 0
-167 243 245 0
-167 -243 -245 0
242 244 -246 0
242 -244 246 0
-242 244 246 0
-242 -244 -246 0
3 19 -247 0
3 -19 -247 0
-3 19 -247 0
-3 -19 247 0
178 247 -248 0
178 -247 -248 0
-178 247 -248 0
-178 -247 248 0
178 247 -249 0
178 -247 249 0
-178 247 249 0
-178 -247 -249 0
173 249 -250 0
173 -249 -250 0
-173 249 -250 0
-173 -249 250 0
173 249 -251 0
173 -249 251 0
-173 249 251 0
-173 -249 -251 0
248 250 -252 0
248 -250 252 0
-248 250 252 0
-248 -250 -252 0
4 19 -253 0
4 -19 -253 0
-4 19 -253 0
-4 -19 253 0
184 253 -254 0
184 -253 -254 0
-184 253 -254 0
-184 -253 254 0
184 253 -255 0
184 -253 255 0
-184 253 255 0
-184 -253 -255 0
179 255 -256 0
179 -255 -256 0
-179 255 -256 0
-179 -255 256 0
179 255 -257 0
179 -255 257 0
-179 255 257 0
-179 -255 -257 0
254 256 -258 0
254 -256 258 0
-254 256 258 0
-254 -256 -258 0
5 19 -259 0
5 -19 -259 0
-5 19 -259 0
-5 -19 259 0
190 259 -260 0
190 -259 -260 0
-190 259 -260 0
-190 -259 260 0
190 259 -261 0
190 -259 261 0
-190 259 261 0
-190 -259 -261 0
185 261 -262 0
185 -261 -262 0
-185 261 -262 0
-185 -261 262 0
185 261 -263 0
185 -261 263 0
-185 261 263 0
-185 -261 -263 0
260 262 -264 0
260 -262 264 0
-260 262 264 0
-260 -262 -264 0
6 19 -265 0
6 -19 -265 0
-6 19 -265 0
-6 -19 265 0
196 265 -266 0
196 -265 -266 0
-196 265 -266 0
-196 -265 266 0
196 265 -267 0
196 -265 267 0
-196 265 267 0
-196 -265 -267 0
191 267 -268 0
191 -267 -268 0
-191 267 -268 0
-191 -267 268 0
191 267 -269 0
191 -267 269 0
-191 267 269 0
-191 -267 -269 0
266 268 -270 0
266 -268 270 0
-266 268 270 0
-266 -268 -270 0
7 19 -271 0
7 -19 -271 0
-7 19 -271 0
-7 -19 271 0
202 271 -272 0
202 -271 -272 0
-202 271 -272 0
-202 -271 272 0
202 271 -273 0
202 -271 273 0
-202 271 273 0
-202 -271 -273 0
197 273 -274 0
197 -273 -274 0
-197 273 -274 0
-197 -273 274 0
197 273 -275 0
197 -273 275 0
-197 273 275 0
-197 -273 -275 0
272 274 -276 0
272 -274 276 0
-272 274 276 0
-272 -274 -276 0
8 19 -277 0
8 -19 -277 0
-8 19 -277 0
-8 -19 277 0
208 277 -278 0
208 -277 -278 0
-208 277 -278 0
-208 -277 278 0
208 277 -279 0
208 -277 279 0
-208 277 279 0
-208 -277 -279 0
203 279 -280 0
203 -279 -280 0
-203 279 -280 0
-203 -279 280 0
203 279 -281 0
203 -279 281 0
-203 279 281 0
-203 -279 -281 0
278 280 -282 0
278 -280 282 0
-278 280 282 0
-278 -280 -282 0
9 19 -283 0
9 -19 -283 0
-9 19 -283 0
-9 -19 283 0
214 283 -284 0
214 -283 -284 0
-214 283 -284 0
-214 -283 284 0
214 283 -285 0
214 -283 285 0
-214 283 285 0
-214 -283 -285 0
209 285 -286 0
209 -285 -286 0
-209 285 -286 0
-209 -285 286 0
209 285 -287 0
209 -285 287 0
-209 285 287 0
-209 -285 -287 0
284 286 -288 0
284 -286 288 0
-284 286 288 0
-284 -286 -288 0
10 19 -289 0
10 -19 -289 0
-10 19 -289 0
-10 -19 289 0
220 289 -290 0
220 -289 -290 0
-220 289 -290 0
-220 -289 290 0
220 289 -291 0
220 -289 291 0
-220 289 291 0
-220 -289 -291 0
215 291 -292 0
215 -291 -292 0
-215 291 -292 0
-215 -291 292 0
215 291 -293 0
215 -291 293 0
-215 291 293 0
-215 -291 -293 0
290 292 -294 0
290 -292 294 0
-290 292 294 0
-290 -292 -294 0
11 19 -295 0
11 -19 -295 0
-11 19 -295 0
-11 -19 295 0
226 295 -296 0
226 -295 -296 0
-226 295 -296 0
-226 -295 296 0
226 295 -297 0
226 -295 297 0
-226 295 297 0
-226 -295 -297 0
221 297 -298 0
221 -297 -298 0
-221 297 -298 0
-221 -297 298 0
221 297 -299 0
221 -297 299 0
-221 297 299 0
-221 -297 -299 0
296 298 -300 0
296 -298 300 0
-296 298 300 0
-296 -298 -300 0
12 19 -301 0
12 -19 -301 0
-12 19 -301 0
-12 -19 301 0
232 301 -302 0
232 -301 -302 0
-232 301 -302 0
-232 -301 302 0
232 301 -303 0
232 -301 303 0
-232 301 303 0
-232 -301 -303 0
227 303 -304 0
227 -303 -304 0
-227 303 -304 0
-227 -303 304 0
227 303 -305 0
227 -303 305 0
-227 303 305 0
-227 -303 -305 0
302 304 -306 0
302 -304 306 0
-302 304 306 0
-302 -304 -306 0
13 19 -307 0
13 -19 -307 0
-13 19 -307 0
-13 -19 307 0
234 307 -308 0
234 -307 -308 0
-234 307 -308 0
-234 -307 308 0
234 307 -309 0
234 -307 309 0
-234 307 309 0
-234 -307 -309 0
233 309 -310 0
233 -309 -310 0
-233 309 -310 0
-233 -309 310 0
233 309 -311 0
233 -309 311 0
-233 309 311 0
-233 -309 -311 0
308 310 -312 0
308 -310 312 0
-308 310 312 0
-308 -310 -312 0
14 19 -313 0
14 -19 -313 0
-14 19 -313 0
-14 -19 313 0
1 20 -314 0
1 -20 -314 0
-1 20 -314 0
-1 -20 314 0
245 314 -315 0
245 -314 -315 0
-245 314 -315 0
-245 -314 315 0
245 314 -316 0
245 -314 316 0
-245 314 316 0
-245 -314 -316 0
240 316 -317 0
240 -316 -317 0
-240 316 -317 0
-240 -316 317 0
240 316 -318 0
240 -316 318 0
-240 316 318 0
-240 -316 -318 0
315 317 -319 0
315 -317 319 0
-315 317 319 0
-315 -317 -319 0
2 20 -320 0
2 -20 -320 0
-2 20 -320 0
-2 -20 320 0
251 320 -321 0
251 -320 -321 0
-251 320 -321 0
-251 -320 321 0
251 320 -322 0
251 -320 322 0
-251 320 322 0
-251 -320 -322 0
246 322 -323 0
246 -322 -323 0
-246 322 -323 0
-246 -322 323 0
246 322 -324 0
246 -322 324 0
-246 322 324 0
-246 -322 -324 0
321 323 -325 0
321 -323 325 0
-321 323 325 0
-321 -323 -325 0
3 20 -326 0
3 -20 -326 0
-3 20 -326 0
-3 -20 326 0
257 326 -327 0
257 -326 -327 0
-257 326 -327 0
-257 -326 327 0
257 326 -328 0
257 -326 328 0
-257 326 328 0
-257 -326 -328 0
252 328 -329 0
252 -328 -329 0
-252 328 -329 0
-252 -328 329 0
252 328 -330 0
252 -328 330 0
-252 328 330 0
-252 -328 -330 0
327 329 -331 0
327 -329 331 0
-327 329 331 0
-327 -329 -331 0
4 20 -332 0
4 -20 -332 0
-4 20 -332 0
-4 -20 332 0
263 332 -333 0
263 -332 -333 0
-263 332 -333 0
-263 -332 333 0
263 332 -334 0
263 -332 334 0
-263 332 334 0
-263 -332 -334 0
258 334 -335 0
258 -334 -335 0
-258 334 -335 0
-258 -334 335 0
258 334 -336 0
258 -334 336 0
-258 334 336 0
-258 -334 -336 0
333 335 -337 0
333 -335 337 0
-333 335 337 0
-333 -335 -337 0
5 20 -338 0
5 -20 -338 0
-5 20 -338 0
-5 -20 338 0
269 338 -339 0
269 -338 -339 0
-269 338 -339 0
-269 -338 339 0
269 338 -340 0
269 -338 340 0
-269 338 340 0
-269 -338 -340 0
264 340 -341 0
264 -340 -341 0
-264 340 -341 0
-264 -340 341 0
264 340 -342 0
264 -340 342 0
-264 340 342 0
-264 -340 -342 0
339 341 -343 0
339 -341 343 0
-339 341 343 0
-339 -341 -343 0
6 20 -344 0
6 -20 -344 0
-6 20 -344 0
-6 -20 344 0
275 344 -345 0
275 -344 -345 0
-275 344 -345 0
-275 -344 345 0
275 344 -346 0
275 -344 346 0
-275 344 346 0
-275 -344 -346 0
270 346 -347 0
270 -346 -347 0
-270 346 -347 0
-270 -346 347 0
270 346 -348 0
270 -346 348 0
-270 346 348 0
-270 -346 -348 0
345 347 -349 0
345 -347 349 0
-345 347 349 0
-345 -347 -349 0
7 20 -350 0
7 -20 -350 0
-7 20 -350 0
-7 -20 350 0
281 350 -351 0
281 -350 -351 0
-281 350 -351 0
-281 -350 351 0
281 350 -352 0
281 -350 352 0
-281 350 352 0
-281 -350 -352 0
276 352 -353 0
276 -352 -353 0
-276 352 -353 0
-276 -352 353 0
276 352 -354 0
276 -352 354 0
-276 352 354 0
-276 -352 -354 0
351 353 -355 0
351 -353 355 0
-351 353 355 0
-351 -353 -355 0
8 20 -356 0
8 -20 -356 0
-8 20 -356 0
-8 -20 356 0
287 356 -357 0
287 -356 -357 0
-287 356 -357 0
-287 -356 357 0
287 356 -358 0
287 -356 358 0
-287 356 358 0
-287 -356 -358 0
282 358 -359 0
282 -358 -359 0
-282 358 -359 0
-282 -358 359 0
282 358 -360 0
282 -358 360 0
-282 358 360 0
-282 -358 -360 0
357 359 -361 0
357 -359 361 0
-357 359 361 0
-357 -359 -361 0
9 20 -362 0
9 -20 -362 0
-9 20 -362 0
-9 -20 362 0
293 362 -363 0
293 -362 -363 0
-293 362 -363 0
-293 -362 363 0
293 362 -364 0
293 -362 364 0
-293 362 364 0
-293 -362 -364 0
288 364 -365 0
288 -364 -365 0
-288 364 -365 0
-288 -364 365 0
288 364 -366 0
288 -364 366 0
-288 364 366 0
-288 -364 -366 0
363 365 -367 0
363 -365 367 0
-363 365 367 0
-363 -365 -367 0
10 20 -368 0
10 -20 -368 0
-10 20 -368 0
-10 -20 368 0
299 368 -369 0
299 -368 -369 0
-299 368 -369 0
-299 -368 369 0
299 368 -370 0
299 -368 370 0
-299 368 370 0
-299 -368 -370 0
294 370 -371 0
294 -370 -371 0
-294 370 -371 0
-294 -370 371 0
294 370 -372 0
294 -370 372 0
-294 370 372 0
-294 -370 -372 0
369 371 -373 0
369 -371 373 0
-369 371 373 0
-369 -371 -373 0
11 20 -374 0
11 -20 -374 0
-11 20 -374 0
-11 -20 374 0
305 374 -375 0
305 -374 -375 0
-305 374 -375 0
-305 -374 375 0
305 374 -376 0
305 -374 376 0
-305 374 376 0
-305 -374 -376 0
300 376 -377 0
300 -376 -377 0
-300 376 -377 0
-300 -376 377 0
300 376 -378 0
300 -376 378 0
-300 376 378 0
-300 -376 -378 0
375 377 -379 0
375 -377 379 0
-375 377 379 0
-375 -377 -379 0
12 20 -380 0
12 -20 -380 0
-12 20 -380 0
-12 -20 380 0
311 380 -381 0
311 -380 -381 0
-311 380 -381 0
-311 -380 381 0
311 380 -382 0
311 -380 382 0
-311 380 382 0
-311 -380 -382 0
306 382 -383 0
306 -382 -383 0
-306 382 -383 0
-306 -382 383 0
306 382 -384 0
306 -382 384 0
-306 382 384 0
-306 -382 -384 0
381 383 -385 0
381 -383 385 0
-381 383 385 0
